chr10	112981552	112981880	.	1000	.	198.27893	-1.00000	4.91851	183	5.00	5.00	112981654	112981781	47.38919	61	112981572	112981871	152.15057	163
chr15	83980720	83980947	.	1000	.	198.71904	-1.00000	4.91851	129	5.00	5.00	83980789	83980871	45.93689	40	83980715	83980948	152.12214	134
chr16	23670153	23670427	.	1000	.	196.61479	-1.00000	4.91851	129	5.00	5.00	23670214	23670341	66.70486	68	23670165	23670427	131.28591	136
chr11	3894317	3894562	.	1000	.	195.50886	-1.00000	4.91851	127	5.00	5.00	3894364	3894477	67.28419	74	3894338	3894553	130.30050	106
chr12	62260105	62260353	.	1000	.	198.50218	-1.00000	4.91851	112	5.00	5.00	62260182	62260278	63.66109	35	62260113	62260353	131.75068	123
chr16	10835611	10835853	.	1000	.	192.31830	-1.00000	4.91851	128	5.00	5.00	10835664	10835779	51.23681	58	10835614	10835847	143.52667	112
chr11	109970620	109970835	.	1000	.	195.71745	-1.00000	4.91851	118	5.00	5.00	109970662	109970792	75.12884	75	109970645	109970829	118.41579	77
chr10	62653323	62653547	.	1000	.	185.29826	-1.00000	4.91851	122	5.00	5.00	62653378	62653480	56.63108	43	62653327	62653550	136.25039	118
chr15	76575437	76575647	.	1000	.	191.87245	-1.00000	4.91851	102	5.00	5.00	76575486	76575588	57.05268	42	76575440	76575652	134.60293	98
chr11	8533398	8533622	.	1000	.	186.33496	-1.00000	4.91851	102	5.00	5.00	8533450	8533561	64.95138	72	8533400	8533605	126.28436	100
chr1	235075088	235075544	.	1000	.	198.36703	-1.00000	4.91851	192	5.00	5.00	235075276	235075365	58.56211	58	235075089	235075524	132.37897	191
chr15	75904408	75904674	.	1000	.	187.66637	-1.00000	4.91851	148	5.00	5.00	75904550	75904617	48.86775	4	75904400	75904672	141.75481	157
chr1	192516859	192517152	.	1000	.	186.79927	-1.00000	4.91851	144	5.00	5.00	192516918	192516981	48.66090	63	192516885	192517140	140.86436	130
chr1	226662865	226663186	.	1000	.	188.52413	-1.00000	4.91851	132	5.00	5.00	226662890	226663126	31.16787	118	226662863	226663189	156.80662	148
chr12	12714205	12714444	.	1000	.	186.31616	-1.00000	4.91851	110	5.00	5.00	12714251	12714360	64.20280	53	12714211	12714444	123.73954	130
chr11	74950464	74950715	.	1000	.	185.79298	-1.00000	4.91851	128	5.00	5.00	74950468	74950704	48.61474	118	74950466	74950718	136.07420	112
chr10	50508335	50508708	.	1000	.	170.95303	-1.00000	4.91851	179	5.00	5.00	50508554	50508624	46.34643	16	50508338	50508693	137.66868	176
chr13	49571603	49571857	.	1000	.	177.29448	-1.00000	4.91851	112	5.00	5.00	49571638	49571828	76.71628	83	49571614	49571847	103.80407	94
chr16	30458779	30459043	.	1000	.	178.13328	-1.00000	4.91851	110	5.00	5.00	30458846	30458954	47.21306	60	30458782	30459023	132.11020	110
chr11	45930119	45930376	.	1000	.	184.93165	-1.00000	4.91851	136	5.00	5.00	45930234	45930301	37.69979	30	45930133	45930377	141.05079	122
chr1	25676091	25676346	.	1000	.	176.25322	-1.00000	4.91851	129	5.00	5.00	25676094	25676330	34.34024	118	25676091	25676346	143.87869	129
chr1	58573812	58574050	.	1000	.	181.05200	-1.00000	4.91851	121	5.00	5.00	58573910	58573987	42.84293	21	58573810	58574050	135.16868	123
chr13	109162244	109162531	.	1000	.	183.09116	-1.00000	4.91851	139	5.00	5.00	109162268	109162504	51.22188	118	109162277	109162527	126.74059	106
chr11	76672698	76672991	.	1000	.	175.96824	-1.00000	4.91851	159	5.00	5.00	76672809	76672897	46.88124	61	76672692	76672994	130.60566	152
chr15	72375854	72376103	.	1000	.	175.31032	-1.00000	4.91851	130	5.00	5.00	72375980	72376039	47.25788	4	72375853	72376101	130.13738	115
chr1	205288247	205288559	.	1000	.	179.01771	-1.00000	4.91851	167	5.00	5.00	205288404	205288474	51.61400	13	205288254	205288553	125.00891	164
chr12	53750988	53751243	.	1000	.	164.62417	-1.00000	4.91851	104	5.00	5.00	53751051	53751161	48.65409	57	53750989	53751243	127.19156	118
chr1	172818936	172819236	.	1000	.	180.18677	-1.00000	4.91851	139	5.00	5.00	172819007	172819128	56.60303	71	172818945	172819235	118.77173	130
chr1	234978445	234978701	.	1000	.	179.66683	-1.00000	4.91851	123	5.00	5.00	234978506	234978586	65.55114	62	234978463	234978684	109.72309	108
chr13	98476573	98476820	.	1000	.	172.19853	-1.00000	4.91851	121	5.00	5.00	98476601	98476837	42.36661	118	98476572	98476817	131.63887	128
chr13	99542813	99543073	.	1000	.	176.10146	-1.00000	4.91851	132	5.00	5.00	99542837	99543073	47.32670	118	99542813	99543059	126.36275	133
chr12	76158815	76159132	.	1000	.	178.02184	-1.00000	4.91851	141	5.00	5.00	76158899	76158975	52.68450	53	76158821	76159132	120.87130	135
chr15	99512117	99512352	.	1000	.	171.89751	-1.00000	4.91851	112	5.00	5.00	99512111	99512347	42.30070	118	99512119	99512351	130.80483	110
chr15	58332230	58332471	.	1000	.	170.51665	-1.00000	4.91851	130	5.00	5.00	58332281	58332398	56.10861	65	58332248	58332461	116.67159	115
chr12	50924362	50924584	.	1000	.	172.27377	-1.00000	4.91851	114	5.00	5.00	50924407	50924563	78.98165	69	50924362	50924545	93.46793	113
chr13	48304571	48304814	.	1000	.	175.92654	-1.00000	4.91851	115	5.00	5.00	48304564	48304800	47.93047	118	48304574	48304797	123.60199	119
chr1	33461124	33461381	.	1000	.	171.38146	-1.00000	4.91851	119	5.00	5.00	33461183	33461328	63.11276	92	33461133	33461365	106.55454	105
chr1	2412165	2412410	.	1000	.	176.88105	-1.00000	4.91851	127	5.00	5.00	2412165	2412401	47.00691	118	2412161	2412411	122.53937	120
chr11	1852927	1853174	.	1000	.	172.23975	-1.00000	4.91851	141	5.00	5.00	1852999	1853127	53.65385	53	1852942	1853164	115.83296	125
chr10	62655466	62655774	.	1000	.	170.02287	-1.00000	4.91851	127	5.00	5.00	62655512	62655595	57.30054	51	62655477	62655740	111.72212	116
chr16	27426473	27426713	.	1000	.	164.41679	-1.00000	4.91851	97	5.00	5.00	27426445	27426681	47.29941	118	27426482	27426708	121.68400	104
chr14	53613615	53613870	.	1000	.	161.40442	-1.00000	4.91851	122	5.00	5.00	53613630	53613866	41.47424	118	53613614	53613862	126.47349	120
chr13	30744385	30744628	.	1000	.	170.36114	-1.00000	4.91851	111	5.00	5.00	30744447	30744559	53.03770	56	30744384	30744628	114.84491	112
chr10	30529400	30529633	.	1000	.	172.74836	-1.00000	4.91851	126	5.00	5.00	30529402	30529638	41.15985	118	30529409	30529639	125.57798	117
chr1	30869132	30869367	.	1000	.	165.10733	-1.00000	4.91851	115	5.00	5.00	30869143	30869379	34.69914	118	30869130	30869361	131.24619	115
chr14	76961807	76962167	.	1000	.	8.76163	-1.00000	2.18778	353	5.00	5.00	76961865	76962016	58.67101	63	76961814	76962160	106.60988	189
chr14	76961807	76962167	.	1000	.	164.84259	-1.00000	4.91851	154	5.00	5.00	76961865	76962016	58.67101	63	76961814	76962160	106.60988	189
chr10	72334991	72335265	.	1000	.	161.51575	-1.00000	4.91851	124	5.00	5.00	72334975	72335211	42.63606	118	72335000	72335268	121.61801	116
chr11	117063188	117063409	.	1000	.	163.80647	-1.00000	4.91851	107	5.00	5.00	117063250	117063324	53.28629	45	117063204	117063396	110.79309	91
chr16	11328615	11328867	.	1000	.	155.89353	-1.00000	4.91851	135	5.00	5.00	11328734	11328802	48.19796	8	11328611	11328863	114.79277	123
chr16	31179654	31179908	.	1000	.	149.95416	-1.00000	4.91851	116	5.00	5.00	31179766	31179832	45.33390	21	31179648	31179904	117.38300	121
chr14	22556304	22556693	.	1000	.	157.24345	-1.00000	4.91851	128	5.00	5.00	22556348	22556584	45.03336	118	22556304	22556686	116.91430	126
chr15	69755723	69755965	.	1000	.	162.17011	-1.00000	4.91851	125	5.00	5.00	69755794	69755891	47.23426	55	69755724	69755955	114.35127	105
chr14	68280003	68280231	.	1000	.	158.26732	-1.00000	4.91851	107	5.00	5.00	68280060	68280153	45.00357	51	68280016	68280229	115.19506	111
chr10	62000298	62000538	.	1000	.	158.94998	-1.00000	4.91851	117	5.00	5.00	62000359	62000470	57.47458	54	62000308	62000512	102.49261	81
chr1	151251727	151251937	.	1000	.	161.60822	-1.00000	4.91851	109	5.00	5.00	151251772	151251880	60.56823	64	151251738	151251934	99.34867	93
chr14	50789845	50790083	.	1000	.	154.64064	-1.00000	4.91851	101	5.00	5.00	50789845	50790081	47.14978	118	50789845	50790072	112.29278	99
chr1	149927694	149927912	.	1000	.	163.94470	-1.00000	4.91851	122	5.00	5.00	149927743	149927864	59.77890	76	149927709	149927905	99.33056	107
chr1	3677032	3677291	.	1000	.	157.30308	-1.00000	4.91851	131	5.00	5.00	3677057	3677293	49.73422	118	3677054	3677294	109.29109	111
chr13	24274475	24274730	.	1000	.	158.35754	-1.00000	4.91851	128	5.00	5.00	24274545	24274620	52.70503	40	24274479	24274731	105.89751	148
chr1	221777773	221778041	.	1000	.	152.03105	-1.00000	4.91851	129	5.00	5.00	221777837	221777919	41.34289	40	221777783	221778043	116.75503	130
chr10	92756445	92756694	.	1000	.	157.32834	-1.00000	4.91851	143	5.00	5.00	92756471	92756707	33.29461	118	92756444	92756690	124.60187	114
chr10	129552142	129552388	.	1000	.	157.91769	-1.00000	4.91851	125	5.00	5.00	129552143	129552379	46.17888	118	129552144	129552392	111.39807	125
chr10	92757299	92757542	.	1000	.	156.23514	-1.00000	4.91851	109	5.00	5.00	92757285	92757521	32.90963	118	92757296	92757549	124.49581	112
chr12	68119791	68119999	.	1000	.	153.62558	-1.00000	4.91851	104	5.00	5.00	68119842	68119943	53.25301	57	68119790	68119975	102.82988	99
chr1	243596449	243596639	.	1000	.	159.26850	-1.00000	4.91851	108	5.00	5.00	243596438	243596674	36.08791	118	243596450	243596635	119.33804	86
chr12	8611223	8611487	.	1000	.	155.41253	-1.00000	4.91851	117	5.00	5.00	8611311	8611381	30.99013	29	8611226	8611482	124.12139	126
chr10	109957111	109957331	.	1000	.	155.81648	-1.00000	4.91851	106	5.00	5.00	109957116	109957352	46.07926	118	109957120	109957340	108.92946	107
chr11	110027286	110027509	.	1000	.	157.46871	-1.00000	4.91851	121	5.00	5.00	110027289	110027525	43.98780	118	110027282	110027496	110.97052	125
chr1	19315587	19315820	.	1000	.	154.05187	-1.00000	4.91851	99	5.00	5.00	19315568	19315804	48.07506	118	19315612	19315816	106.32842	97
chr1	20213006	20213213	.	1000	.	155.17387	-1.00000	4.91851	115	5.00	5.00	20213067	20213145	49.41998	31	20213018	20213212	104.96434	103
chr14	68284985	68285219	.	1000	.	156.42498	-1.00000	4.91851	115	5.00	5.00	68284982	68285218	48.63698	118	68284998	68285205	105.31495	101
chr12	18165633	18165834	.	1000	.	158.84589	-1.00000	4.91851	89	5.00	5.00	18165705	18165767	49.98332	9	18165646	18165831	103.90180	75
chr12	131432614	131432853	.	1000	.	154.98535	-1.00000	4.91851	109	5.00	5.00	131432620	131432856	39.13285	118	131432610	131432851	114.73124	106
chr16	28974597	28974808	.	1000	.	149.19604	-1.00000	4.91851	105	5.00	5.00	28974597	28974833	39.73952	118	28974607	28974806	113.74950	90
chr10	123392239	123392461	.	1000	.	152.26783	-1.00000	4.91851	123	5.00	5.00	123392286	123392392	52.53668	75	123392243	123392449	100.87804	112
chr1	27875245	27875471	.	1000	.	151.30803	-1.00000	4.91851	117	5.00	5.00	27875244	27875480	45.14789	118	27875255	27875460	107.61931	100
chr11	73152969	73153188	.	1000	.	155.01322	-1.00000	4.91851	116	5.00	5.00	73153043	73153146	49.77948	40	73152964	73153174	102.66886	121
chr15	50107752	50107957	.	1000	.	153.19580	-1.00000	4.91851	111	5.00	5.00	50107768	50108004	34.14977	118	50107753	50107947	118.12278	87
chr16	13390137	13390399	.	1000	.	144.53111	-1.00000	4.91851	123	5.00	5.00	13390222	13390284	44.72991	30	13390144	13390396	107.28537	144
chr12	124921305	124921541	.	1000	.	145.71348	-1.00000	4.91851	119	5.00	5.00	124921299	124921535	43.83950	118	124921312	124921525	107.42990	114
chr12	3752223	3752438	.	1000	.	145.22744	-1.00000	4.91851	160	5.00	5.00	3752201	3752437	35.37008	118	3752232	3752441	115.67638	144
chr10	72297220	72297543	.	1000	.	149.93758	-1.00000	4.91851	172	5.00	5.00	72297284	72297395	41.60761	56	72297233	72297543	109.02552	159
chr14	73270118	73270325	.	1000	.	146.32527	-1.00000	4.91851	95	5.00	5.00	73270189	73270267	45.78924	51	73270118	73270317	104.64165	93
chr11	69298564	69298804	.	1000	.	149.62158	-1.00000	4.91851	115	5.00	5.00	69298671	69298730	42.82237	15	69298570	69298796	107.05853	103
chr15	98982417	98982672	.	1000	.	149.67681	-1.00000	4.91851	122	5.00	5.00	98982486	98982546	43.96429	53	98982417	98982669	105.87083	108
chr13	30445683	30445895	.	1000	.	149.98980	-1.00000	4.91851	109	5.00	5.00	30445663	30445899	45.25562	118	30445691	30445890	104.50610	101
chr11	60910311	60910515	.	1000	.	143.58182	-1.00000	4.91851	89	5.00	5.00	60910315	60910551	54.68549	118	60910315	60910496	94.56955	78
chr11	8937191	8937404	.	1000	.	149.60814	-1.00000	4.91851	114	5.00	5.00	8937184	8937420	35.77728	118	8937201	8937408	113.35553	104
chr12	121992293	121992507	.	1000	.	143.59614	-1.00000	4.91851	105	5.00	5.00	121992316	121992552	32.09680	118	121992283	121992501	117.00102	88
chr14	95265545	95265793	.	1000	.	141.48036	-1.00000	4.91851	112	5.00	5.00	95265542	95265778	37.04274	118	95265551	95265791	111.91766	108
chr1	205286625	205286859	.	1000	.	152.70010	-1.00000	4.91851	112	5.00	5.00	205286619	205286855	31.25801	118	205286633	205286855	117.54095	100
chr1	206725663	206725872	.	1000	.	146.96160	-1.00000	4.91851	105	5.00	5.00	206725690	206725801	61.65496	76	206725678	206725843	87.11320	89
chr14	75249519	75249747	.	1000	.	150.29789	-1.00000	4.91851	128	5.00	5.00	75249517	75249753	45.49715	118	75249528	75249725	103.23105	119
chr13	40026294	40026562	.	1000	.	144.99903	-1.00000	4.91851	128	5.00	5.00	40026302	40026538	42.32581	118	40026296	40026564	106.10849	97
chr1	25022408	25022696	.	1000	.	151.77566	-1.00000	4.91851	111	5.00	5.00	25022441	25022545	33.88350	73	25022421	25022695	114.47666	116
chr12	103505378	103505610	.	1000	.	149.16417	-1.00000	4.91851	117	5.00	5.00	103505390	103505626	48.20247	118	103505388	103505610	100.11899	122
chr16	1714094	1714342	.	1000	.	148.59539	-1.00000	4.91851	110	5.00	5.00	1714095	1714331	44.91556	118	1714101	1714327	103.29562	102
chr13	114047384	114047594	.	1000	.	148.42825	-1.00000	4.91851	95	5.00	5.00	114047359	114047595	42.23206	118	114047387	114047603	105.73184	93
chr11	95487555	95487751	.	1000	.	145.61010	-1.00000	4.91851	74	5.00	5.00	95487526	95487762	37.34405	118	95487549	95487737	110.41839	76
chr12	6426969	6427190	.	1000	.	145.93879	-1.00000	4.91851	121	5.00	5.00	6426967	6427203	41.65566	118	6426975	6427193	106.04267	133
chr1	206050792	206051062	.	1000	.	146.20998	-1.00000	4.91851	117	5.00	5.00	206050788	206051024	33.49293	118	206050794	206051039	114.11409	156
chr12	24839292	24839540	.	1000	.	148.63091	-1.00000	4.91851	140	5.00	5.00	24839284	24839520	32.59418	118	24839299	24839527	114.88009	132
chr11	47111363	47111595	.	1000	.	141.65242	-1.00000	4.91851	110	5.00	5.00	47111380	47111616	42.34832	118	47111363	47111565	104.64698	114
chr15	98852295	98852521	.	1000	.	152.52773	-1.00000	4.91851	119	5.00	5.00	98852296	98852532	48.43500	118	98852318	98852522	98.20858	96
chr15	90232182	90232405	.	1000	.	146.75462	-1.00000	4.91851	102	5.00	5.00	90232166	90232402	42.08255	118	90232183	90232408	104.43483	104
chr15	67109666	67109896	.	1000	.	155.61999	-1.00000	4.91851	112	5.00	5.00	67109724	67109787	45.93242	53	67109677	67109887	100.51315	101
chr1	183989172	183989416	.	1000	.	143.49301	-1.00000	4.91851	108	5.00	5.00	183989161	183989397	36.86053	118	183989176	183989413	109.16752	119
chr11	48109914	48110140	.	1000	.	145.60499	-1.00000	4.91851	111	5.00	5.00	48109883	48110119	54.44045	118	48109939	48110128	91.54148	77
chr10	22599147	22599370	.	1000	.	144.23659	-1.00000	4.91851	118	5.00	5.00	22599217	22599276	54.65003	7	22599187	22599371	91.27896	83
chr12	56117978	56118201	.	1000	.	145.62705	-1.00000	4.91851	135	5.00	5.00	56118066	56118126	40.87122	49	56118000	56118192	104.55413	113
chr14	59275041	59275242	.	1000	.	144.15876	-1.00000	4.91851	98	5.00	5.00	59275021	59275257	47.19870	118	59275055	59275231	97.46275	64
chr15	88621591	88621804	.	1000	.	140.10259	-1.00000	4.91851	110	5.00	5.00	88621661	88621720	50.32398	50	88621590	88621787	94.31265	111
chr12	47356386	47356592	.	1000	.	141.31847	-1.00000	4.91851	96	5.00	5.00	47356454	47356530	43.69516	19	47356390	47356588	100.58575	99
chr1	23728610	23728837	.	1000	.	144.42659	-1.00000	4.91851	121	5.00	5.00	23728661	23728739	50.25714	70	23728619	23728824	93.91402	112
chr10	110774198	110774443	.	1000	.	144.00786	-1.00000	4.91851	130	5.00	5.00	110774286	110774355	55.28659	12	110774233	110774431	88.72068	104
chr15	67081098	67081354	.	1000	.	146.08619	-1.00000	4.91851	131	5.00	5.00	67081153	67081389	31.28937	118	67081095	67081353	112.63515	125
chr12	111444403	111444628	.	1000	.	140.60147	-1.00000	4.91851	101	5.00	5.00	111444417	111444653	35.30473	118	111444400	111444624	108.58848	102
chr12	51369064	51369330	.	1000	.	147.18582	-1.00000	4.91851	103	4.92	5.00	51369050	51369286	27.47430	118	51369058	51369332	116.40291	109
chr16	21647250	21647489	.	1000	.	143.27279	-1.00000	4.91851	118	5.00	5.00	21647251	21647487	41.32098	118	21647255	21647497	102.28766	113
chr12	110636618	110636809	.	1000	.	143.97598	-1.00000	4.91851	90	5.00	5.00	110636682	110636750	48.06057	26	110636621	110636803	95.52962	87
