1	3621681	3621682
5	3632103	3632104
1	3632190	3632191
1	3646136	3646137
2	3656951	3656952
1	3692588	3692589
1	3693168	3693169
1	3693889	3693890
1	3695406	3695407
1	3696661	3696662
1	3697872	3697873
1	3699091	3699092
1	3703658	3703659
1	3705462	3705463
1	3707060	3707061
1	3711674	3711675
1	3712862	3712863
1	3713373	3713374
1	3714453	3714454
1	3717728	3717729
2	3718186	3718187
1	3721335	3721336
1	3745691	3745692
1	3760067	3760068
1	3771705	3771706
1	3771706	3771707
1	3772025	3772026
1	3778937	3778938
1	3784945	3784946
1	3785818	3785819
1	3790662	3790663
1	3803580	3803581
1	3805698	3805699
1	3813407	3813408
1	3825679	3825680
1	3836841	3836842
2	3862680	3862681
2	3867713	3867714
1	3872458	3872459
1	3880038	3880039
1	3888824	3888825
1	3890025	3890026
2	3890031	3890032
1	3896108	3896109
3	3902860	3902861
1	3914288	3914289
2	3947160	3947161
1	4005055	4005056
1	4006040	4006041
2	4007689	4007690
1	4031378	4031379
1	4120362	4120363
1	4121720	4121721
1	4149278	4149279
1	4166134	4166135
2	4187789	4187790
1	4188122	4188123
4	4197377	4197378
2	4198058	4198059
1	4217852	4217853
1	4227097	4227098
1	4227641	4227642
1	4257570	4257571
1	4279290	4279291
4	4283150	4283151
1	4324572	4324573
3	4333925	4333926
1	4341562	4341563
1	4352974	4352975
1	4362548	4362549
1	4371989	4371990
1	4382661	4382662
1	4382719	4382720
1	4386062	4386063
1	4387046	4387047
1	4388320	4388321
1	4393814	4393815
1	4394197	4394198
1	4395299	4395300
2	4400952	4400953
1	4403254	4403255
1	4409353	4409354
1	4442428	4442429
1	4444677	4444678
1	4444731	4444732
1	4448637	4448638
1	4453004	4453005
1	4454457	4454458
1	4454664	4454665
2	4456822	4456823
1	4458364	4458365
1	4459532	4459533
1	4459834	4459835
1	4463437	4463438
1	4463641	4463642
1	4465199	4465200
1	4473190	4473191
3	4477024	4477025
1	4578103	4578104
1	4642997	4642998
2	4651402	4651403
1	4682676	4682677
1	4684459	4684460
1	4687512	4687513
1	4690703	4690704
1	4701588	4701589
1	4734458	4734459
1	4794042	4794043
2	4794548	4794549
1	4801923	4801924
1	4813024	4813025
1	4818210	4818211
1	4821775	4821776
1	4830670	4830671
1	4835300	4835301
1	4837662	4837663
1	4837996	4837997
1	4839302	4839303
1	4846764	4846765
1	4847211	4847212
1	4847292	4847293
1	4847747	4847748
1	4850418	4850419
1	4850638	4850639
2	4852864	4852865
3	4883113	4883114
1	4883170	4883171
1	4889994	4889995
1	4892114	4892115
1	4906716	4906717
1	4906755	4906756
1	4906759	4906760
1	4906761	4906762
1	4915496	4915497
4	4928412	4928413
1	4932296	4932297
1	4936450	4936451
1	4937408	4937409
1	4942747	4942748
1	4945343	4945344
1	4945597	4945598
2	4949751	4949752
1	4950763	4950764
1	4953134	4953135
1	4955142	4955143
1	4955518	4955519
1	4967778	4967779
1	4968936	4968937
1	4969003	4969004
2	4971453	4971454
1	4971703	4971704
1	4973977	4973978
1	4977018	4977019
1	4977323	4977324
1	4979377	4979378
1	4981428	4981429
1	4981588	4981589
1	4995458	4995459
1	4997357	4997358
1	4999500	4999501
1	5000342	5000343
1	5004907	5004908
1	5006563	5006564
1	5009744	5009745
1	5010825	5010826
1	5011112	5011113
1	5027412	5027413
1	5029614	5029615
1	5029638	5029639
1	5029664	5029665
2	5038052	5038053
1	5043155	5043156
1	5043158	5043159
4	5043268	5043269
1	5044008	5044009
2	5044456	5044457
1	5045409	5045410
1	5050877	5050878
1	5052845	5052846
2	5053209	5053210
1	5054952	5054953
2	5055057	5055058
1	5058241	5058242
1	5059816	5059817
3	5060831	5060832
2	5064373	5064374
1	5066033	5066034
1	5066042	5066043
1	5071002	5071003
1	5071037	5071038
2	5093590	5093591
1	5094020	5094021
1	5096226	5096227
1	5100214	5100215
1	5207307	5207308
1	5210478	5210479
1	5214677	5214678
1	5218259	5218260
1	5237358	5237359
1	5242606	5242607
1	5244250	5244251
1	5264000	5264001
1	5266391	5266392
1	5268516	5268517
1	5271353	5271354
1	5277338	5277339
1	5278495	5278496
1	5278558	5278559
1	5279050	5279051
1	5299646	5299647
1	5305707	5305708
1	5305721	5305722
1	5314885	5314886
1	5324927	5324928
1	5324936	5324937
1	5327240	5327241
1	5328870	5328871
1	5329856	5329857
1	5336136	5336137
1	5338053	5338054
1	5342349	5342350
3	5346236	5346237
1	5404341	5404342
1	5461640	5461641
1	5517841	5517842
1	5519889	5519890
1	5520257	5520258
1	5523877	5523878
1	5524138	5524139
1	5525904	5525905
1	5526962	5526963
1	5528086	5528087
1	5532195	5532196
1	5536726	5536727
1	5539169	5539170
1	5541998	5541999
2	5542310	5542311
1	5542526	5542527
1	5547202	5547203
1	5547259	5547260
1	5550835	5550836
1	5552045	5552046
1	5553848	5553849
1	5553896	5553897
1	5555073	5555074
1	5559341	5559342
3	5581116	5581117
1	5588414	5588415
1	5596832	5596833
1	5613023	5613024
1	5658553	5658554
3	5662848	5662849
1	5678784	5678785
1	5708448	5708449
1	5716650	5716651
1	5716818	5716819
1	5720540	5720541
1	5720896	5720897
1	5721058	5721059
1	5724657	5724658
1	5728811	5728812
2	5741244	5741245
1	5746276	5746277
2	5766141	5766142
1	5784030	5784031
2	5800204	5800205
1	5801969	5801970
1	5802254	5802255
1	5805478	5805479
1	5818393	5818394
1	5879481	5879482
1	5886019	5886020
2	5892862	5892863
1	5893896	5893897
1	5904674	5904675
1	5907179	5907180
1	5910289	5910290
2	5923646	5923647
1	5925936	5925937
3	5943681	5943682
1	5949483	5949484
1	5956450	5956451
1	5956805	5956806
1	5957003	5957004
1	5960340	5960341
1	5967498	5967499
1	5968596	5968597
2	5969882	5969883
1	5980098	5980099
1	5980481	5980482
2	5981025	5981026
2	5981758	5981759
2	5982523	5982524
1	5986323	5986324
1	5996785	5996786
1	5999483	5999484
1	6000230	6000231
1	6006791	6006792
1	6011203	6011204
1	6012338	6012339
1	6019398	6019399
1	6020849	6020850
2	6024535	6024536
1	6036920	6036921
1	6037902	6037903
1	6038160	6038161
1	6045593	6045594
2	6045970	6045971
2	6047941	6047942
1	6047998	6047999
2	6048182	6048183
1	6048505	6048506
1	6048702	6048703
2	6050828	6050829
1	6054306	6054307
1	6062757	6062758
1	6063017	6063018
1	6065949	6065950
1	6066185	6066186
1	6066190	6066191
1	6068579	6068580
1	6069102	6069103
1	6070615	6070616
1	6070988	6070989
1	6081807	6081808
1	6091416	6091417
1	6091568	6091569
2	6098964	6098965
1	6100377	6100378
2	6109680	6109681
1	6118511	6118512
1	6125137	6125138
1	6127762	6127763
1	6130659	6130660
1	6131022	6131023
1	6139460	6139461
1	6151970	6151971
2	6155088	6155089
1	6160443	6160444
1	6225049	6225050
1	6255875	6255876
1	6264487	6264488
1	6272816	6272817
1	6308866	6308867
3	6323766	6323767
1	6338493	6338494
1	6338771	6338772
1	6343725	6343726
1	6348151	6348152
1	6351028	6351029
1	6354331	6354332
1	6354955	6354956
1	6358235	6358236
1	6367883	6367884
1	6372414	6372415
1	6381265	6381266
1	6412314	6412315
1	6423308	6423309
1	6424336	6424337
1	6447849	6447850
1	6448016	6448017
1	6455934	6455935
1	6456105	6456106
1	6456293	6456294
1	6463843	6463844
1	6467700	6467701
1	6476972	6476973
1	6480955	6480956
1	6488615	6488616
1	6489091	6489092
1	6490828	6490829
2	6491121	6491122
1	6494527	6494528
1	6497052	6497053
1	6498641	6498642
1	6536111	6536112
1	6546972	6546973
1	6557359	6557360
1	6557799	6557800
1	6559430	6559431
1	6561660	6561661
1	6562317	6562318
1	6566587	6566588
1	6601066	6601067
1	6611022	6611023
1	6611407	6611408
1	6611717	6611718
1	6621700	6621701
1	6632404	6632405
2	6649088	6649089
2	6649429	6649430
1	6656301	6656302
1	6657738	6657739
1	6658543	6658544
1	6663614	6663615
1	6663964	6663965
1	6668031	6668032
1	6673344	6673345
1	6676635	6676636
1	6677606	6677607
4	6684357	6684358
1	6686712	6686713
1	6689393	6689394
2	6708656	6708657
2	6709080	6709081
1	6709085	6709086
3	6716183	6716184
1	6717626	6717627
1	6722858	6722859
2	6723355	6723356
2	6723906	6723907
1	6732865	6732866
1	6740176	6740177
1	6742507	6742508
1	6745609	6745610
1	6759628	6759629
2	6770644	6770645
1	6774038	6774039
1	6775711	6775712
1	6786856	6786857
1	6794595	6794596
2	6794625	6794626
1	6796780	6796781
1	6798864	6798865
2	6800834	6800835
1	6802654	6802655
1	6802789	6802790
1	6802830	6802831
1	6803032	6803033
1	6805792	6805793
1	6822316	6822317
1	6852323	6852324
2	6870387	6870388
1	6896829	6896830
1	6907817	6907818
1	6908086	6908087
1	6914137	6914138
1	6916387	6916388
1	6918741	6918742
1	6920274	6920275
1	6920709	6920710
1	6921285	6921286
1	6921665	6921666
1	6942246	6942247
1	6945284	6945285
1	6948778	6948779
1	6950135	6950136
1	6950439	6950440
1	6956872	6956873
1	6957009	6957010
1	6960276	6960277
1	6960442	6960443
1	6963611	6963612
1	6963656	6963657
1	6963676	6963677
2	6964073	6964074
1	6964425	6964426
1	6967593	6967594
1	6971736	6971737
2	7009888	7009889
1	7013395	7013396
1	7021681	7021682
2	7023940	7023941
2	7027295	7027296
1	7027593	7027594
3	7032603	7032604
1	7032725	7032726
2	7037997	7037998
1	7050225	7050226
1	7056305	7056306
2	7056327	7056328
1	7060851	7060852
1	7063984	7063985
1	7065833	7065834
1	7067982	7067983
1	7084634	7084635
2	7182235	7182236
1	7188068	7188069
1	7194412	7194413
2	7204259	7204260
2	7220029	7220030
1	7252772	7252773
2	7257511	7257512
1	7277168	7277169
1	7307160	7307161
1	7340436	7340437
1	7369539	7369540
1	7377717	7377718
1	7377735	7377736
2	7388248	7388249
1	7388675	7388676
1	7395831	7395832
1	7398403	7398404
1	7402854	7402855
1	7402905	7402906
1	7405244	7405245
1	7409779	7409780
1	7410933	7410934
1	7412452	7412453
1	7426865	7426866
1	7427727	7427728
1	7433480	7433481
1	7437505	7437506
1	7440804	7440805
1	7440822	7440823
1	7447567	7447568
1	7451165	7451166
1	7454169	7454170
1	7456477	7456478
1	7457371	7457372
1	7458754	7458755
1	7460642	7460643
1	7462247	7462248
1	7466545	7466546
1	7474701	7474702
1	7474703	7474704
1	7495619	7495620
1	7497360	7497361
1	7581931	7581932
1	7605599	7605600
1	7608389	7608390
1	7645997	7645998
3	7659567	7659568
2	7666046	7666047
1	7675078	7675079
2	7678736	7678737
1	7691057	7691058
1	7692676	7692677
5	7701585	7701586
1	7702806	7702807
1	7711019	7711020
1	7711489	7711490
1	7716187	7716188
1	7719056	7719057
1	7722823	7722824
1	7726298	7726299
4	7732668	7732669
2	7738795	7738796
1	7741542	7741543
1	7744841	7744842
1	7747342	7747343
1	7753156	7753157
1	7754190	7754191
1	7756316	7756317
1	7764300	7764301
1	7767648	7767649
1	7778027	7778028
1	7780084	7780085
1	7781502	7781503
1	7782856	7782857
1	7790557	7790558
1	7795958	7795959
1	7799097	7799098
1	7799846	7799847
1	7800188	7800189
1	7810697	7810698
1	7811439	7811440
1	7814368	7814369
2	7821533	7821534
1	7827252	7827253
1	7827742	7827743
1	7840480	7840481
1	7853301	7853302
1	7857089	7857090
1	7860838	7860839
1	7871432	7871433
1	7879550	7879551
1	7885425	7885426
1	7887489	7887490
1	7889129	7889130
1	7890530	7890531
2	7983919	7983920
1	7985282	7985283
2	7994182	7994183
1	7998144	7998145
1	8004267	8004268
1	8007132	8007133
1	8009459	8009460
1	8010635	8010636
1	8011406	8011407
1	8012772	8012773
1	8028379	8028380
1	8029463	8029464
2	8030722	8030723
1	8030879	8030880
1	8031356	8031357
1	8041114	8041115
1	8042856	8042857
1	8043714	8043715
1	8071591	8071592
1	8072844	8072845
1	8072896	8072897
1	8082969	8082970
4	8083421	8083422
5	8088305	8088306
1	8124001	8124002
1	8124391	8124392
1	8126859	8126860
1	8127023	8127024
1	8147629	8147630
1	8148949	8148950
1	8159575	8159576
1	8159839	8159840
1	8162389	8162390
4	8163297	8163298
2	8196893	8196894
1	8197195	8197196
2	8198958	8198959
1	8205128	8205129
1	8206205	8206206
1	8210920	8210921
1	8211133	8211134
1	8211362	8211363
2	8212881	8212882
1	8213178	8213179
1	8214304	8214305
1	8215914	8215915
1	8218017	8218018
1	8220737	8220738
1	8229409	8229410
1	8239054	8239055
1	8239858	8239859
3	8239859	8239860
1	8242135	8242136
1	8242666	8242667
3	8252966	8252967
1	8257502	8257503
1	8274287	8274288
2	8277698	8277699
1	8301055	8301056
2	8301072	8301073
1	8302983	8302984
1	8303432	8303433
1	8305589	8305590
1	8308188	8308189
1	8308439	8308440
1	8311144	8311145
1	8311418	8311419
2	8319920	8319921
1	8320323	8320324
1	8325299	8325300
1	8327457	8327458
1	8329049	8329050
1	8338311	8338312
1	8342763	8342764
1	8346620	8346621
1	8352199	8352200
1	8361198	8361199
1	8364593	8364594
1	8364609	8364610
1	8364866	8364867
1	8366008	8366009
1	8366052	8366053
1	8370512	8370513
1	8372083	8372084
1	8374480	8374481
1	8376777	8376778
1	8377050	8377051
1	8381668	8381669
1	8381756	8381757
1	8382707	8382708
1	8382814	8382815
1	8384132	8384133
5	8384466	8384467
1	8386120	8386121
1	8392398	8392399
1	8393239	8393240
1	8394270	8394271
1	8394881	8394882
1	8396084	8396085
1	8396712	8396713
1	8399043	8399044
1	8400456	8400457
1	8403442	8403443
1	8403574	8403575
1	8411868	8411869
1	8415245	8415246
2	8415689	8415690
1	8419873	8419874
1	8426772	8426773
1	8433598	8433599
1	8437346	8437347
1	8442446	8442447
2	8449571	8449572
1	8451090	8451091
1	8463990	8463991
1	8464489	8464490
1	8477348	8477349
1	8488958	8488959
1	8496304	8496305
3	8506845	8506846
1	8511844	8511845
1	8514864	8514865
1	8515097	8515098
1	8517377	8517378
1	8517445	8517446
1	8519689	8519690
1	8521898	8521899
2	8529142	8529143
2	8535796	8535797
2	8543332	8543333
1	8672746	8672747
1	8679782	8679783
1	8684350	8684351
1	8685954	8685955
1	8686230	8686231
1	8690970	8690971
1	8691213	8691214
1	8699300	8699301
1	8705571	8705572
1	8709038	8709039
1	8735793	8735794
1	8740633	8740634
1	8752399	8752400
1	8768708	8768709
1	8772173	8772174
1	8776261	8776262
1	8781251	8781252
1	8825624	8825625
1	8862806	8862807
1	8863841	8863842
1	8864903	8864904
1	8865849	8865850
1	8866766	8866767
1	8933963	8933964
1	8934062	8934063
1	8937389	8937390
1	8937397	8937398
1	8937410	8937411
1	8941786	8941787
2	8943264	8943265
1	8946602	8946603
2	8951200	8951201
1	8958106	8958107
1	8958977	8958978
1	8962354	8962355
1	8962616	8962617
1	8965133	8965134
1	8967536	8967537
1	8973396	8973397
1	8980679	8980680
2	8984870	8984871
1	8989287	8989288
2	8991988	8991989
1	8994462	8994463
2	8997375	8997376
1	8997640	8997641
1	8998536	8998537
1	9010598	9010599
1	9012192	9012193
1	9014070	9014071
1	9025404	9025405
2	9071162	9071163
1	9077120	9077121
1	9084106	9084107
1	9097626	9097627
1	9111813	9111814
1	9125750	9125751
1	9135141	9135142
1	9151200	9151201
1	9164234	9164235
1	9166445	9166446
1	9166801	9166802
1	9251008	9251009
2	9253116	9253117
1	9254831	9254832
3	9256560	9256561
1	9327743	9327744
1	9330766	9330767
1	9333567	9333568
1	9333589	9333590
1	9337809	9337810
2	9342831	9342832
1	9350476	9350477
1	9387388	9387389
1	9397988	9397989
1	9416592	9416593
1	9426859	9426860
1	9431029	9431030
1	9431406	9431407
1	9435509	9435510
1	9437512	9437513
1	9440740	9440741
1	9449829	9449830
1	9494927	9494928
2	9503791	9503792
3	9521214	9521215
1	9528522	9528523
1	9534747	9534748
1	9540643	9540644
1	9542946	9542947
1	9544174	9544175
1	9546016	9546017
1	9551017	9551018
1	9565416	9565417
1	9566750	9566751
1	9568891	9568892
1	9570316	9570317
1	9576754	9576755
2	9576768	9576769
1	9579638	9579639
1	9581742	9581743
1	9589629	9589630
1	9600853	9600854
1	9608478	9608479
1	9613181	9613182
1	9613378	9613379
1	9616468	9616469
1	9616857	9616858
1	9625285	9625286
1	9641349	9641350
1	9656644	9656645
3	9699293	9699294
1	9699833	9699834
1	9700795	9700796
1	9705944	9705945
1	9711269	9711270
1	9729939	9729940
1	9736644	9736645
1	9746464	9746465
2	9746483	9746484
1	9750020	9750021
1	9758337	9758338
1	9763244	9763245
1	9763344	9763345
1	9766912	9766913
1	9767058	9767059
1	9769066	9769067
1	9773044	9773045
1	9775030	9775031
1	9782389	9782390
1	9790951	9790952
1	9793097	9793098
5	9886214	9886215
1	9888033	9888034
1	9890884	9890885
1	9893419	9893420
1	9895288	9895289
1	9897542	9897543
1	9903058	9903059
3	9908608	9908609
1	9912906	9912907
1	9915254	9915255
1	9918165	9918166
1	9918634	9918635
1	9920350	9920351
1	9921637	9921638
1	9924860	9924861
1	9933092	9933093
1	9938142	9938143
1	9938787	9938788
1	9938864	9938865
1	9947442	9947443
1	9954143	9954144
1	9954448	9954449
3	9957286	9957287
1	9957807	9957808
1	9963732	9963733
1	9963769	9963770
1	9967311	9967312
1	9967329	9967330
1	9967455	9967456
1	9984646	9984647
1	9996572	9996573
1	10002221	10002222
1	10003810	10003811
1	10009385	10009386
1	10010359	10010360
2	10017463	10017464
1	10026739	10026740
1	10032693	10032694
1	10049481	10049482
1	10054214	10054215
1	10056905	10056906
1	10060896	10060897
1	10087884	10087885
1	10092419	10092420
1	10122771	10122772
1	10144849	10144850
1	10146858	10146859
1	10173042	10173043
1	10191496	10191497
1	10199112	10199113
1	10200972	10200973
1	10201100	10201101
1	10206961	10206962
1	10209721	10209722
1	10210669	10210670
1	10211182	10211183
1	10220904	10220905
2	10222657	10222658
2	10226808	10226809
2	10231689	10231690
2	10232510	10232511
2	10237845	10237846
1	10239325	10239326
1	10239938	10239939
1	10247064	10247065
1	10250479	10250480
1	10250736	10250737
1	10251837	10251838
1	10255884	10255885
3	10259998	10259999
3	10261017	10261018
1	10263582	10263583
4	10264130	10264131
1	10266701	10266702
1	10268894	10268895
1	10270090	10270091
1	10272223	10272224
2	10277548	10277549
1	10278811	10278812
1	10280846	10280847
1	10292278	10292279
1	10295299	10295300
1	10298257	10298258
3	10299827	10299828
1	10301604	10301605
1	10301955	10301956
1	10303945	10303946
1	10306594	10306595
1	10306902	10306903
1	10310736	10310737
1	10312069	10312070
1	10314396	10314397
1	10314794	10314795
1	10321800	10321801
2	10322475	10322476
1	10323485	10323486
1	10327986	10327987
1	10331116	10331117
1	10331462	10331463
1	10333913	10333914
1	10339470	10339471
1	10341620	10341621
2	10342593	10342594
1	10344458	10344459
1	10356276	10356277
1	10356742	10356743
1	10362703	10362704
1	10362976	10362977
1	10365117	10365118
1	10366697	10366698
1	10372898	10372899
1	10375752	10375753
1	10376491	10376492
1	10380117	10380118
1	10382252	10382253
1	10386263	10386264
1	10386663	10386664
1	10388077	10388078
1	10396299	10396300
4	10396710	10396711
1	10397426	10397427
1	10398000	10398001
2	10405168	10405169
1	10406074	10406075
1	10408350	10408351
1	10408352	10408353
1	10413572	10413573
1	10414033	10414034
1	10419210	10419211
1	10422755	10422756
1	10423314	10423315
